timestamp,Temp [°C],Wind [m/s],Wind Power [MWh],Wind Power Capacity [MWh],Price [c/kWh]
20231128T190000Z,-3.2,6.9,4428.225,6464.0,2.598
20231128T200000Z,-3.3,5,4402.825,6464.0,2.501
20231128T210000Z,-3.4,4.7,4432.95,6464.0,2.272
20231128T220000Z,-3.5,5.3,4454.025,6464.0,2.064
20231128T230000Z,-3.4,5,4375.2,6464.0,2.018
20231129T000000Z,-3.2,5.3,4273.85,6464.0,2.079
20231129T010000Z,-3.1,4.9,4217.25,6464.0,2.406
20231129T020000Z,-3,3.7,4137.175,6464.0,2.698
20231129T030000Z,-2.9,4.6,3918.625,6464.0,5.565
20231129T040000Z,-2.9,4.6,3743.625,6464.0,9.392
20231129T050000Z,-2.8,4.6,3328.3,6464.0,10.284
20231129T060000Z,-2.8,4.3,3171.325,6464.0,13.259
20231129T070000Z,-2.8,3.9,3050.175,6464.0,14.933
20231129T080000Z,-2.8,3.5,2797.375,6464.0,14.255
20231129T090000Z,-2.8,3.2,2480.375,6464.0,13.701
20231129T100000Z,-2.9,2.5,2260.1,6464.0,13.037
20231129T110000Z,-2.8,2.3,2103.55,6464.0,13.124
20231129T120000Z,-2.8,2.3,1995.775,6464.0,13.613
20231129T130000Z,-2.8,2.2,1952.05,6464.0,14.995
20231129T140000Z,-2.9,2,1913.2,6464.0,16.8
20231129T150000Z,-2.9,1.9,1907.275,6464.0,20.0
20231129T160000Z,-2.9,2,1808.425,6464.0,25.0
20231129T170000Z,-2.9,2,1684.75,6464.0,25.0
20231129T180000Z,-2.8,2.4,1568.0,6464.0,20.0
20231129T190000Z,-2.7,2.8,1409.35,6464.0,16.1
20231129T200000Z,-2.7,2.7,1319.5,6464.0,13.901
20231129T210000Z,-2.9,2.8,1272.8,6464.0,12.505
20231129T220000Z,-3.1,3.4,1197.1,6464.0,11.072
20231129T230000Z,-3.5,4,1125.5,6464.0,10.196
20231130T000000Z,-4,5.2,1108.975,6464.0,10.128
20231130T010000Z,-5.3,6.6,1022.325,6464.0,9.903
20231130T020000Z,-5.7,4.2,977.475,6464.0,9.71
20231130T030000Z,-5.4,3,1025.775,6464.0,9.868
20231130T040000Z,-4.8,3.8,1017.575,6464.0,10.63
20231130T050000Z,-4.6,4.4,949.975,6464.0,12.941
20231130T060000Z,-4.4,4.9,934.15,6464.0,16.809
20231130T070000Z,-4.5,5.3,911.575,6464.0,21.927
20231130T080000Z,-4.7,5.3,876.925,6464.0,23.713
20231130T090000Z,-4.8,5.7,974.7,6464.0,22.25
20231130T100000Z,-5,5.7,1062.1,6464.0,22.334
20231130T110000Z,-5.4,5.6,1133.95,6464.0,19.521
20231130T120000Z,-5.8,5.7,1292.65,6464.0,18.981
20231130T130000Z,-6,5.9,1549.2,6464.0,19.5
20231130T140000Z,-6.1,4.9,1779.825,6464.0,18.408
20231130T150000Z,-5.9,4.3,1826.275,6464.0,14.221
20231130T160000Z,-5.8,5,1892.125,6464.0,12.999
20231130T170000Z,-5.7,4.4,2003.475,6464.0,12.994
20231130T180000Z,-5.6,4.9,2267.075,6464.0,11.598
20231130T190000Z,-5.7,4.3,2489.8,6464.0,9.569
20231130T200000Z,-5.6,4.5,2592.225,6464.0,10.999
20231130T210000Z,-5.6,4,2578.225,6464.0,9.319
20231130T220000Z,-5.7,4.2,2477.95,6464.0,7.291
20231130T230000Z,-5.7,4.7,2368.7,6464.0,7.268
20231201T000000Z,-5.8,4.7,2150.45,6464.0,7.006
20231201T010000Z,-5.9,4.9,1986.6,6464.0,6.899
20231201T020000Z,-6,4.6,1916.8,6464.0,6.894
20231201T030000Z,-6.1,4.4,1964.15,6464.0,7.346
20231201T040000Z,-6.2,3.7,2082.25,6464.0,7.999
20231201T050000Z,-6.4,3.8,2146.875,6464.0,11.613
20231201T060000Z,-6.6,3.9,2210.05,6464.0,13.388
20231201T070000Z,-6.7,4.2,2096.125,6464.0,12.053
20231201T080000Z,-7,4.3,1853.3,6464.0,9.504
20231201T090000Z,-7,3.4,1660.975,6464.0,11.0
20231201T100000Z,-7,4.2,1473.925,6464.0,12.748
20231201T110000Z,-7.3,3.6,1329.2,6464.0,13.0
20231201T120000Z,-7.4,3.9,1330.85,6464.0,12.999
20231201T130000Z,-7.6,3.1,1372.1,6464.0,14.426
20231201T140000Z,-8,3,1381.95,6464.0,14.706
20231201T150000Z,-7.6,2.6,1398.675,6464.0,12.999
20231201T160000Z,-7.3,3.2,1437.825,6464.0,12.424
20231201T170000Z,-7.4,3.5,1463.425,6464.0,12.0
20231201T180000Z,-7.4,3.5,1490.5,6464.0,11.716
20231201T190000Z,-7.6,3.3,1411.75,6464.0,12.001
20231201T200000Z,-7.8,2.6,1334.95,6464.0,12.125
20231201T210000Z,-7.9,2.4,1328.25,6464.0,11.496
20231201T220000Z,-7.9,2.5,1338.0,6464.0,9.891
20231201T230000Z,-8.1,2.3,1322.825,6464.0,10.217
20231202T000000Z,-8.2,2.4,1337.15,6464.0,9.776
20231202T010000Z,-8.3,1.8,1328.4499999999998,6464.0,9.155
20231202T020000Z,-8.5,1.8,1352.125,6464.0,8.997
20231202T030000Z,-8.6,1.3,1407.45,6464.0,9.512
20231202T040000Z,-8.6,1.4,1350.0,6464.0,9.572
20231202T050000Z,-8.6,1.2,1299.275,6464.0,9.655
20231202T060000Z,-8.5,2.1,1295.875,6464.0,10.163
20231202T070000Z,-8.5,2.5,1252.9,6464.0,11.661
20231202T080000Z,-8.5,2.7,1154.775,6464.0,12.452
20231202T090000Z,-8.5,2.6,1060.975,6464.0,13.102
20231202T100000Z,-8.7,2.2,969.15,6464.0,12.722
20231202T110000Z,-9.7,1.8,849.725,6464.0,12.158
20231202T120000Z,-10.7,1.8,741.975,6464.0,11.458
20231202T130000Z,-10.1,2.7,774.1,6464.0,11.852
20231202T140000Z,-11.1,2.5,852.575,6464.0,12.35
20231202T150000Z,-12.1,1.8,922.925,6464.0,12.979
20231202T160000Z,-13.2,1.7,969.425,6464.0,14.404
20231202T170000Z,-13.7,1.2,981.85,6464.0,14.496
20231202T180000Z,-14.5,0.6,984.65,6464.0,12.956
20231202T190000Z,-16.3,0.5,1015.4,6464.0,11.958
20231202T200000Z,-17.3,0.7,1063.9,6464.0,11.208
20231202T210000Z,-17.6,0.4,1129.825,6464.0,10.67
20231202T220000Z,-17.2,0.3,1194.2,6464.0,10.294
20231202T230000Z,-16.4,0.5,1245.0,6464.0,10.515
20231203T000000Z,-15.7,0.5,1327.3,6464.0,9.97
20231203T010000Z,-15,0.4,1259.475,6464.0,9.497
20231203T020000Z,-14.4,0.2,1158.85,6464.0,8.883
20231203T030000Z,-13.5,0.3,1035.65,6464.0,9.235
20231203T040000Z,-12.6,0.2,910.65,6464.0,8.952
20231203T050000Z,-12.2,0.5,786.65,6464.0,8.886
20231203T060000Z,-12.3,0.4,694.275,6464.0,9.213
20231203T070000Z,-12.3,0.5,636.875,6464.0,9.702
20231203T080000Z,-12,0.8,619.575,6464.0,10.015
20231203T090000Z,-11.4,0.8,592.3,6464.0,10.496
20231203T100000Z,-11.7,0.9,559.725,6464.0,10.507
20231203T110000Z,-13.1,0.5,500.125,6464.0,10.368
20231203T120000Z,-14.6,0.5,448.825,6464.0,10.246
20231203T130000Z,-15.4,0.5,449.625,6464.0,10.568
20231203T140000Z,-14.4,0.7,413.5,6464.0,11.783
20231203T150000Z,-12.4,0.4,432.05,6464.0,12.52
20231203T160000Z,-11.6,0.5,418.55,6464.0,13.172
20231203T170000Z,-11.8,0.5,380.075,6464.0,13.222
20231203T180000Z,-11.9,0.8,356.7,6464.0,12.607
20231203T190000Z,-12.3,0.6,339.475,6464.0,11.233
20231203T200000Z,-13,1.2,328.6,6464.0,10.721
20231203T210000Z,-15,1,277.675,6464.0,9.909
20231203T220000Z,-15.5,1.2,248.8,6464.0,9.112
20231203T230000Z,-16.5,0.6,258.8,6464.0,9.617
20231204T000000Z,-17.1,0.6,250.85,6464.0,9.249
20231204T010000Z,-16.2,0.4,244.175,6464.0,9.046
20231204T020000Z,-15.7,0.7,236.0,6464.0,8.812
20231204T030000Z,-16.8,0.6,222.025,6464.0,8.858
20231204T040000Z,-17.2,0.5,212.95,6464.0,11.197
20231204T050000Z,-16.6,0.4,214.775,6464.0,14.999
20231204T060000Z,-17.8,0.6,211.975,6464.0,19.903
20231204T070000Z,-18,0.3,204.5,6464.0,23.561
20231204T080000Z,-18.1,0.5,205.025,6464.0,23.649
20231204T090000Z,-18,0.5,217.775,6464.0,20.633
20231204T100000Z,-16.9,0.2,201.45,6464.0,16.609
20231204T110000Z,-16.4,0.3,222.55,6464.0,16.007
20231204T120000Z,-17.9,0.4,218.775,6464.0,16.7
20231204T130000Z,-19.1,0.4,197.025,6464.0,17.504
20231204T140000Z,-19.6,0.5,199.275,6464.0,20.976
20231204T150000Z,-20.2,0.3,211.125,6464.0,26.273
20231204T160000Z,-20.6,0.5,197.025,6464.0,20.635
20231204T170000Z,-20.9,0.4,208.05,6464.0,18.429
20231204T180000Z,-20,0.4,218.825,6464.0,15.105
20231204T190000Z,-18.7,0.4,213.25,6464.0,12.74
20231204T200000Z,-17.2,0.5,220.0,6464.0,12.208
20231204T210000Z,-16.3,0.7,241.025,6464.0,11.313
20231204T220000Z,-14.7,1,225.775,6464.0,9.479
20231204T230000Z,-14,1,223.9,6464.0,11.009
20231205T000000Z,-13.6,0.9,243.325,6464.0,11.007
20231205T010000Z,-14,1.1,263.575,6464.0,11.005
20231205T020000Z,-13.2,1.1,278.675,6464.0,11.007
20231205T030000Z,-12.1,0.9,303.95,6464.0,11.007
20231205T040000Z,-11.5,1.3,332.075,6464.0,14.999
20231205T050000Z,-11.1,1.3,328.05,6464.0,22.877
20231205T060000Z,-10.7,1.4,317.6,6464.0,25.006
20231205T070000Z,-10.2,1.3,332.475,6464.0,33.2
20231205T080000Z,-8.9,1.9,314.4,6464.0,25.008
20231205T090000Z,-8.5,2.5,301.6,6464.0,24.989
20231205T100000Z,-8.1,1.9,282.05,6464.0,20.295
20231205T110000Z,-7.7,2.8,297.975,6464.0,18.785
20231205T120000Z,-7.4,3.2,315.85,6464.0,18.873
20231205T130000Z,-7.3,2.2,336.075,6464.0,19.919
20231205T140000Z,-7.3,3.1,341.9,6464.0,22.694
20231205T150000Z,-7.2,2.9,373.275,6464.0,22.573
20231205T160000Z,-7.1,2.8,424.55,6464.0,17.26
20231205T170000Z,-7.3,2.4,429.825,6464.0,15.129
20231205T180000Z,-7.3,1.9,424.475,6464.0,14.319
20231205T190000Z,-8.1,0.7,411.1,6464.0,12.863
20231205T200000Z,-8.4,0.9,396.75,6464.0,11.783
20231205T210000Z,-8.6,0.9,391.975,6464.0,11.155
20231205T220000Z,-8.2,0.9,383.075,6464.0,10.328
20231205T230000Z,-8,0.8,392.25,6464.0,10.267
20231206T000000Z,-7.8,0.7,393.675,6464.0,11.191
20231206T010000Z,-6.4,1.9,415.725,6464.0,9.718
20231206T020000Z,-6,1.7,461.25,6464.0,9.95
20231206T030000Z,-6.5,1.6,507.925,6464.0,11.524
20231206T040000Z,-6.4,1.8,596.95,6464.0,10.068
20231206T050000Z,-6.5,2.1,651.925,6464.0,10.694
20231206T060000Z,-6.6,2.2,660.5,6464.0,13.715
20231206T070000Z,-6.4,2.3,669.725,6464.0,17.199
20231206T080000Z,-6.2,2.4,703.725,6464.0,17.152
20231206T090000Z,-6,2.2,721.85,6464.0,15.448
20231206T100000Z,-6,2.5,716.75,6464.0,14.988
20231206T110000Z,-5.8,3,737.325,6464.0,14.969
20231206T120000Z,-5.9,3.1,824.15,6464.0,14.45
20231206T130000Z,-6,3.7,847.475,6464.0,14.396
20231206T140000Z,-6.1,3.3,868.15,6464.0,14.753
20231206T150000Z,-6.5,3.6,908.475,6464.0,16.4
20231206T160000Z,-6.7,3.2,1005.975,6464.0,17.807
20231206T170000Z,-7,2.6,1054.425,6464.0,16.528
20231206T180000Z,-7,2.8,1091.25,6464.0,14.993
20231206T190000Z,-7.4,2.4,1103.35,6464.0,12.614
20231206T200000Z,-7.9,1.7,1200.375,6464.0,11.233
20231206T210000Z,-8.6,1.9,1261.825,6464.0,10.4
20231206T220000Z,-8.3,2.4,1217.175,6464.0,9.774
20231206T230000Z,-7.6,2.3,1228.575,6464.0,9.603
20231207T000000Z,-7.2,3,1290.075,6464.0,9.481
20231207T010000Z,-6.5,3.2,1342.9,6464.0,9.385
20231207T020000Z,-6.1,3.1,1417.5,6464.0,8.999
20231207T030000Z,-5.8,2.9,1610.5500000000002,6464.0,8.957
20231207T040000Z,-5.5,2.5,1821.4,6464.0,9.339
20231207T050000Z,-5.3,3.3,1981.4,6464.0,10.933
20231207T060000Z,-5,3.3,2120.025,6464.0,12.741
20231207T070000Z,-4.9,3.1,2306.75,6464.0,10.336
20231207T080000Z,-5.7,3.6,2404.65,6464.0,10.078
20231207T090000Z,-6.3,3.8,2472.1,6464.0,10.9
20231207T100000Z,-6.1,3.8,2538.9,6464.0,10.061
20231207T110000Z,-6,3.5,2535.225,6464.0,11.181
20231207T120000Z,-6,3.5,2632.65,6464.0,12.619
20231207T130000Z,-6.3,3.6,2771.8,6464.0,10.336
20231207T140000Z,-6.7,3.9,2859.175,6464.0,10.55
20231207T150000Z,-6.6,4.3,2772.15,6464.0,10.285
20231207T160000Z,-6.5,4.2,2640.025,6464.0,10.073
20231207T170000Z,-6.6,4.4,2695.85,6464.0,10.223
20231207T180000Z,-6.5,4.1,2828.425,6464.0,10.091
20231207T190000Z,-6.2,4.2,3003.125,6464.0,9.573
20231207T200000Z,-5.9,4.1,3110.25,6464.0,9.419
20231207T210000Z,-5.7,3.5,2986.55,6464.0,9.362
20231207T220000Z,-5.8,4,2856.1000000000004,6464.0,8.708
20231207T230000Z,-5.9,4.2,2906.125,6464.0,8.709
20231208T000000Z,-6.2,3.5,2911.925,6464.0,8.326
20231208T010000Z,-6.4,3.2,2969.4,6464.0,8.143
20231208T020000Z,-6.5,3.2,3145.375,6464.0,7.952
20231208T030000Z,-6.3,3.8,3277.4,6464.0,8.0
20231208T040000Z,-5.9,4,3281.25,6464.0,8.704
20231208T050000Z,-5.6,4,3307.0,6464.0,9.68
20231208T060000Z,-5.9,4.2,3368.0,6464.0,10.418
20231208T070000Z,-6.4,4.1,3307.8,6464.0,11.265
20231208T080000Z,-6.7,3.8,3238.45,6464.0,11.852
20231208T090000Z,-6.9,4.3,3154.325,6464.0,11.875
20231208T100000Z,-7.4,4.3,3075.725,6464.0,11.725
20231208T110000Z,-8,3.7,2920.0,6484.0,11.666
20231208T120000Z,-8.3,3.8,2938.175,6618.0,11.178
20231208T130000Z,-8.5,4.8,3026.1,6618.0,10.96
20231208T140000Z,-8.6,4,3189.9,6618.0,11.467
20231208T150000Z,-8.8,5.1,3177.825,6618.0,11.141
20231208T160000Z,-9.4,5.1,3207.325,6618.0,11.434
20231208T170000Z,-10.3,5,3132.45,6618.0,11.492
20231208T180000Z,-10.8,4.8,2925.325,6618.0,10.234
20231208T190000Z,-11.1,4.8,2675.75,6618.0,9.49
20231208T200000Z,-11.3,4.4,2558.725,6618.0,8.244
20231208T210000Z,-11.3,4,2570.9,6618.0,7.322
20231208T220000Z,-11.3,3.7,2470.65,6618.0,6.999
20231208T230000Z,-11.2,3.8,2267.825,6618.0,6.0
20231209T000000Z,-11.2,3.9,2283.5,6618.0,5.971
20231209T010000Z,-11.1,3.8,2301.2,6618.0,5.961
20231209T020000Z,-11.1,3.9,2292.475,6618.0,5.865
20231209T030000Z,-11.1,3.6,2290.5,6618.0,6.0
20231209T040000Z,-11,3.4,2345.025,6618.0,5.483
20231209T050000Z,-10.9,3.1,2396.875,6618.0,5.882
20231209T060000Z,-10.8,3.4,2447.85,6618.0,6.141
20231209T070000Z,-10.7,3.2,1846.125,6618.0,6.0
20231209T080000Z,-10.6,3,1561.4,6618.0,6.124
20231209T090000Z,-10.5,3.3,1458.975,6618.0,6.602
20231209T100000Z,-10.4,4.2,1441.45,6618.0,7.0
20231209T110000Z,-10.3,3.6,1366.175,6618.0,7.575
20231209T120000Z,-10.3,3.6,1346.375,6618.0,8.0
20231209T130000Z,-10.3,4.2,1460.75,6618.0,8.563
20231209T140000Z,-10.2,3.9,1487.425,6618.0,8.35
20231209T150000Z,-10.1,3.3,1461.825,6618.0,8.008
20231209T160000Z,-10,3.2,1364.65,6618.0,7.904
20231209T170000Z,-9.8,3.3,1241.45,6618.0,7.743
20231209T180000Z,-9.6,3.6,1172.5,6618.0,6.945
20231209T190000Z,-9.5,3.8,1198.25,6618.0,6.446
20231209T200000Z,-9.5,3.9,1171.15,6618.0,6.041
20231209T210000Z,-9.5,3.8,1185.225,6618.0,5.684
20231209T220000Z,-9.5,4,1269.7,6618.0,4.618
20231209T230000Z,-9.3,3.7,1366.2,6618.0,5.999
20231210T000000Z,-9.1,3.4,1327.0,6618.0,4.5
20231210T010000Z,-9.1,3.3,1231.75,6618.0,4.499
20231210T020000Z,-9.1,3.5,1183.4,6618.0,4.631
20231210T030000Z,-9.1,3.6,1185.875,6618.0,5.999
20231210T040000Z,-9.1,3.2,1208.475,6618.0,7.233
20231210T050000Z,-9.2,3.3,1235.925,6618.0,5.999
20231210T060000Z,-9.4,3.1,1275.725,6618.0,7.399
20231210T070000Z,-9.3,2.6,1299.5,6618.0,8.0
20231210T080000Z,-9.3,2.7,1255.225,6618.0,8.262
20231210T090000Z,-9.4,2.8,1156.6750000000002,6618.0,8.837
20231210T100000Z,-9.3,2.4,1049.5,6618.0,9.439
20231210T110000Z,-9.2,2.1,963.55,6618.0,8.646
20231210T120000Z,-9.1,1.8,1021.975,6618.0,9.114
20231210T130000Z,-9,1.8,1192.525,6618.0,9.89
20231210T140000Z,-8.8,1.8,1304.575,6618.0,9.962
20231210T150000Z,-8.7,2.2,1356.9,6618.0,10.384
20231210T160000Z,-8.5,2.3,1395.2,6618.0,9.964
20231210T170000Z,-8.4,3.1,1387.575,6618.0,9.97
20231210T180000Z,-8.3,2.4,1292.025,6618.0,9.929
20231210T190000Z,-8.1,2,1217.2,6618.0,9.706
20231210T200000Z,-8.1,2.4,1107.725,6618.0,8.928
20231210T210000Z,-8.1,2.6,1064.35,6618.0,7.829
20231210T220000Z,-8.1,3,1081.45,6618.0,6.916
20231210T230000Z,-8.2,2.9,1117.475,6618.0,8.88
20231211T000000Z,-8,2.9,1064.2,6618.0,8.257
20231211T010000Z,-7.9,3.5,1031.175,6618.0,7.907
20231211T020000Z,-7.6,3.6,1011.375,6618.0,7.994
20231211T030000Z,-7.5,3.7,1018.2,6618.0,9.549
20231211T040000Z,-7.3,3.7,1045.775,6618.0,12.793
20231211T050000Z,-7,3.8,1045.1,6618.0,15.614
20231211T060000Z,-6.8,3.9,983.7,6618.0,14.867
20231211T070000Z,-6.8,3.8,867.9749999999999,6618.0,18.813
20231211T080000Z,-7.1,4.4,753.05,6618.0,15.145
20231211T090000Z,-7.4,4,678.625,6618.0,15.434
20231211T100000Z,-7.7,4,635.2,6618.0,13.721
20231211T110000Z,-7.7,3.9,616.025,6618.0,14.836
20231211T120000Z,-7.7,3.8,615.05,6618.0,15.48
20231211T130000Z,-7.8,3.8,691.025,6618.0,16.346
20231211T140000Z,-7.9,3.6,737.675,6618.0,18.106
20231211T150000Z,-8.2,4.3,703.0,6618.0,15.735
20231211T160000Z,-8.3,4.4,666.575,6618.0,14.989
20231211T170000Z,-8.2,3.7,636.0,6618.0,14.035
20231211T180000Z,-8,3.8,661.625,6618.0,12.994
20231211T190000Z,-7.8,3.6,688.175,6618.0,11.9
20231211T200000Z,-7.8,4.4,671.6500000000001,6618.0,11.883
20231211T210000Z,-8,5.4,640.125,6618.0,9.872
20231211T220000Z,-8,5,655.15,6618.0,8.682
20231211T230000Z,-8.1,4.5,684.175,6618.0,10.72
20231212T000000Z,-8.4,4.4,678.5749999999999,6618.0,9.507
20231212T010000Z,-8.9,4.6,669.275,6618.0,9.5
20231212T020000Z,-9.1,4.4,666.1,6618.0,9.369
20231212T030000Z,-9.2,4.6,725.5,6618.0,9.509
20231212T040000Z,-9.1,4.3,764.275,6618.0,14.999
20231212T050000Z,-9,3.8,805.35,6618.0,18.399
20231212T060000Z,-8.9,4.2,878.425,6618.0,20.003
20231212T070000Z,-9,3.8,966.375,6618.0,20.003
20231212T080000Z,-8.8,4.1,982.5,6618.0,20.001
20231212T090000Z,-8.9,4.4,989.7,6618.0,18.4
20231212T100000Z,-9.5,4.4,939.6,6618.0,18.399
20231212T110000Z,-9.9,4.3,862.3,6618.0,15.499
20231212T120000Z,-10.1,4.3,943.75,6618.0,15.0
20231212T130000Z,-10.2,4.2,1022.0,6618.0,17.12
20231212T140000Z,-10.2,4.1,1179.475,6618.0,19.532
20231212T150000Z,-9.9,4.2,1296.9,6618.0,18.083
20231212T160000Z,-9.7,3.8,1287.6,6618.0,17.206
20231212T170000Z,-9.8,3.6,1369.95,6618.0,15.5
20231212T180000Z,-10,3.5,1490.325,6618.0,15.168
20231212T190000Z,-10.1,3.4,1513.4499999999998,6618.0,14.702
20231212T200000Z,-9.8,4,1565.8,6618.0,12.794
20231212T210000Z,-9.7,4,1525.675,6618.0,11.094
20231212T220000Z,-9.6,3,1420.7,6618.0,9.778
20231212T230000Z,-9.6,2.8,1419.075,6618.0,8.783
20231213T000000Z,-9.6,3.1,1466.4499999999998,6618.0,8.506
20231213T010000Z,-9.5,3.2,1521.9499999999998,6618.0,7.749
20231213T020000Z,-9.5,3.2,1567.0,6618.0,7.749
20231213T030000Z,-9.5,2.8,1560.925,6618.0,9.487
20231213T040000Z,-9.4,2.6,1563.75,6618.0,9.326
20231213T050000Z,-9.3,2.6,1560.2,6618.0,14.999
20231213T060000Z,-9.3,2.8,1609.825,6618.0,15.0
20231213T070000Z,-9.3,2.7,1608.7,6618.0,15.0
20231213T080000Z,-9,2.4,1566.25,6618.0,14.999
20231213T090000Z,-8.8,2.6,1465.975,6618.0,14.767
20231213T100000Z,-8.8,2.8,1295.675,6618.0,15.0
20231213T110000Z,-8.9,2.8,1148.3,6618.0,15.0
20231213T120000Z,-8.9,3,1168.625,6618.0,14.914
20231213T130000Z,-8.8,2.5,1352.0,6618.0,14.905
20231213T140000Z,-8.7,2.5,1490.7,6618.0,14.569
20231213T150000Z,-8.8,2.3,1501.375,6618.0,15.085
20231213T160000Z,-8.8,2.4,1416.0,6618.0,14.839
20231213T170000Z,-9.1,2.6,1279.4,6618.0,14.999
20231213T180000Z,-9.2,2.1,1228.425,6618.0,12.991
20231213T190000Z,-8.9,1.9,1243.675,6618.0,11.267
20231213T200000Z,-8.8,2.1,1248.6,6618.0,10.7
20231213T210000Z,-8.9,1.7,1217.375,6618.0,10.421
20231213T220000Z,-8.7,1.8,1223.15,6618.0,9.102
20231213T230000Z,-8.4,2,1179.4,6618.0,7.799
20231214T000000Z,-8,1.8,1204.575,6618.0,7.63
20231214T010000Z,-7.8,1.9,1103.5,6618.0,7.694
20231214T020000Z,-7.4,1.9,1032.975,6618.0,7.799
20231214T030000Z,-7,1.8,1003.325,6618.0,8.501
20231214T040000Z,-6.6,1.9,911.025,6618.0,11.012
20231214T050000Z,-6.4,2.2,856.225,6618.0,15.4
20231214T060000Z,-6.2,2,831.825,6618.0,18.399
20231214T070000Z,-5.9,2,835.675,6618.0,16.808
20231214T080000Z,-5.6,1.4,752.6,6618.0,16.802
20231214T090000Z,-5.4,1.2,667.25,6618.0,15.499
20231214T100000Z,-5.2,1,602.775,6618.0,17.968
20231214T110000Z,-5,1,504.15,6618.0,15.499
20231214T120000Z,-4.9,1.4,463.475,6618.0,14.039
20231214T130000Z,-4.7,1.6,449.15,6618.0,15.499
20231214T140000Z,-4.6,1.1,444.15,6618.0,18.837
20231214T150000Z,-4.5,1,488.2,6618.0,18.804
20231214T160000Z,-4.5,0.8,526.825,6618.0,18.063
20231214T170000Z,-4.5,0.5,465.55,6618.0,14.44
20231214T180000Z,-4.4,0.5,401.5,6618.0,12.297
20231214T190000Z,-4.6,0.7,349.875,6618.0,10.989
20231214T200000Z,-4.6,0.4,333.90000000000003,6618.0,11.501
20231214T210000Z,-4.9,0.3,270.625,6618.0,9.446
20231214T220000Z,-5.2,0.5,232.7,6618.0,8.557
20231214T230000Z,-5.1,0.4,227.4,6618.0,8.655
20231215T000000Z,-5.4,0.6,196.4,6618.0,8.329
20231215T010000Z,-5.4,0.5,193.325,6618.0,8.063
20231215T020000Z,-6,0.5,217.225,6618.0,7.839
20231215T030000Z,-6.2,0.8,231.6,6618.0,7.999
20231215T040000Z,-6,0.9,205.5,6618.0,11.191
20231215T050000Z,-5.6,0.8,181.95,6618.0,15.401
20231215T060000Z,-5.3,0.8,167.8,6618.0,18.4
20231215T070000Z,-5.1,1,176.45,6618.0,18.4
20231215T080000Z,-4.9,1.5,152.65,6618.0,18.399
20231215T090000Z,-4.9,1.3,151.925,6618.0,16.802
20231215T100000Z,-5,1.3,177.025,6618.0,18.399
20231215T110000Z,-4.9,1.7,167.725,6618.0,16.904
20231215T120000Z,-4.9,1.4,172.125,6618.0,15.5
20231215T130000Z,-4.9,2.1,229.35,6618.0,17.067
20231215T140000Z,-4.8,3.5,355.225,6618.0,20.001
20231215T150000Z,-4.6,2.6,470.375,6618.0,16.953
20231215T160000Z,-4.7,1.3,557.875,6618.0,17.41
20231215T170000Z,-4.6,2.3,716.65,6618.0,13.509
20231215T180000Z,-4.7,1.6,828.625,6618.0,10.674
20231215T190000Z,-4.8,2.2,881.25,6618.0,9.336
20231215T200000Z,-4.9,1.8,890.05,6618.0,9.776
20231215T210000Z,-4.9,1.5,939.85,6618.0,8.677
20231215T220000Z,-4.8,1.5,1090.85,6618.0,7.493
20231215T230000Z,-4.8,1.6,1282.75,6618.0,4.365
20231216T000000Z,-4.7,1.9,1454.775,6618.0,3.857
20231216T010000Z,-4.7,1.8,1457.525,6618.0,3.447
20231216T020000Z,-4.7,2.1,1352.625,6618.0,2.679
20231216T030000Z,-4.5,2.4,1304.425,6618.0,2.189
20231216T040000Z,-4.5,3.5,1421.975,6618.0,1.735
20231216T050000Z,-4.6,3.6,1600.4,6618.0,1.642
20231216T060000Z,-4.7,3.6,1825.075,6618.0,1.654
20231216T070000Z,-4.5,3.1,2076.125,6618.0,1.667
20231216T080000Z,-4,2.9,2262.25,6618.0,1.615
20231216T090000Z,-3.5,3.4,2521.95,6618.0,1.559
20231216T100000Z,-3,3.3,2737.175,6618.0,1.385
20231216T110000Z,-2.1,3.7,3062.4,6618.0,1.319
20231216T120000Z,-1,4.1,3246.725,6618.0,1.239
20231216T130000Z,-0.2,4.4,3631.175,6618.0,1.271
20231216T140000Z,0.2,4.3,4045.1,6618.0,1.377
20231216T150000Z,0.7,5.1,4470.45,6618.0,1.417
20231216T160000Z,1.1,5.8,4765.85,6618.0,1.381
20231216T170000Z,1.6,6.8,4971.675,6618.0,1.15
20231216T180000Z,2,6.8,4885.2,6618.0,1.074
20231216T190000Z,2.5,6.5,4715.425,6618.0,0.495
20231216T200000Z,2.8,6.8,4729.65,6618.0,0.222
20231216T210000Z,2.8,5.5,4961.525,6618.0,0.003
20231216T220000Z,2.5,4.9,5106.15,6618.0,0.001
20231216T230000Z,1.8,5.6,4200.075,6618.0,-0.11
20231217T000000Z,1.4,6.6,4080.525,6618.0,-0.111
20231217T010000Z,1.3,6.7,4219.825,6618.0,-0.111
20231217T020000Z,1.2,7.4,4218.725,6618.0,-0.11
20231217T030000Z,1.3,7.1,4386.25,6618.0,-0.072
20231217T040000Z,1.2,6.8,4331.4,6618.0,-0.011
20231217T050000Z,1.1,6.9,4302.1,6618.0,-0.001
20231217T060000Z,1.3,7,4752.575,6618.0,0.001
20231217T070000Z,1.1,4.9,5086.0,6618.0,0.129
